Event	ID	Name			Wwise Object Path	Notes
	36045234	Play_SP_Chords_Index_17_aporia_spaceChords_16			\PulseInstruments\PulseInstrument_SP_Chords_Index_17\Play_SP_Chords_Index_17_aporia_spaceChords_16	

Game Parameter	ID	Name			Wwise Object Path	Notes
	18151427	Pulse_Event_PanLR			\Default Work Unit\Pulse\Pulse_Event_PanLR	
	1891889666	Pulse_Event_Pitch			\Default Work Unit\Pulse\Pulse_Event_Pitch	
	2954454836	Pulse_Event_SendBus_03			\Default Work Unit\Pulse\Pulse_Event_SendBus_03	
	2954454837	Pulse_Event_SendBus_02			\Default Work Unit\Pulse\Pulse_Event_SendBus_02	
	2954454838	Pulse_Event_SendBus_01			\Default Work Unit\Pulse\Pulse_Event_SendBus_01	
	2954454839	Pulse_Event_SendBus_00			\Default Work Unit\Pulse\Pulse_Event_SendBus_00	
	3465058902	Pulse_Event_Volume			\Default Work Unit\Pulse\Pulse_Event_Volume	
	4145342657	Pulse_Event_PanFR			\Default Work Unit\Pulse\Pulse_Event_PanFR	

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	121603796	aporia_spaceChords_16	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_16_358B4EC2.wem	121603796.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_16	
	144143630	aporia_spaceChords_15	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_15_358B4EC2.wem	144143630.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_15	
	176725142	aporia_spaceChords_5	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_5_358B4EC2.wem	176725142.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_5	
	199874870	aporia_spaceChords_4	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_4_358B4EC2.wem	199874870.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_4	
	339987606	aporia_spaceChords_1	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_1_358B4EC2.wem	339987606.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_1	
	441572561	aporia_spaceChords_14	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_14_358B4EC2.wem	441572561.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_14	
	482080019	aporia_spaceChords_10	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_10_358B4EC2.wem	482080019.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_10	
	727897188	aporia_spaceChords_11	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_11_358B4EC2.wem	727897188.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_11	
	745434713	aporia_spaceChords_2	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_2_358B4EC2.wem	745434713.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_2	
	758761590	aporia_spaceChords_17	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_17_358B4EC2.wem	758761590.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_17	
	833886135	aporia_spaceChords_19	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_19_358B4EC2.wem	833886135.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_19	
	836476081	aporia_spaceChords_9	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_9_358B4EC2.wem	836476081.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_9	
	872175203	aporia_spaceChords_7	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_Chords_Index_17\aporia_spaceChords_7_358B4EC2.wem	872175203.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_Chords_Index_17\aporia_spaceChords_16\aporia_spaceChords_7	
