Event	ID	Name			Wwise Object Path	Notes
	2241032768	Play_PL_Synth_Index_17_aporia_planetReampTexture_22			\PulseInstruments\PulseInstrument_PL_Synth_Index_17\Play_PL_Synth_Index_17_aporia_planetReampTexture_22	

Game Parameter	ID	Name			Wwise Object Path	Notes
	18151427	Pulse_Event_PanLR			\Default Work Unit\Pulse\Pulse_Event_PanLR	
	1891889666	Pulse_Event_Pitch			\Default Work Unit\Pulse\Pulse_Event_Pitch	
	2954454836	Pulse_Event_SendBus_03			\Default Work Unit\Pulse\Pulse_Event_SendBus_03	
	2954454837	Pulse_Event_SendBus_02			\Default Work Unit\Pulse\Pulse_Event_SendBus_02	
	2954454838	Pulse_Event_SendBus_01			\Default Work Unit\Pulse\Pulse_Event_SendBus_01	
	2954454839	Pulse_Event_SendBus_00			\Default Work Unit\Pulse\Pulse_Event_SendBus_00	
	3465058902	Pulse_Event_Volume			\Default Work Unit\Pulse\Pulse_Event_Volume	
	4145342657	Pulse_Event_PanFR			\Default Work Unit\Pulse\Pulse_Event_PanFR	

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	8761318	aporia_planetReampTexture_11	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetReampTexture_11_358B4EC2.wem	8761318.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetReampTexture_11	
	14788558	aporia_planetReampTexture_16	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetReampTexture_16_358B4EC2.wem	14788558.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetReampTexture_16	
	24621996	aporia_planetReampTexture_5	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetReampTexture_5_358B4EC2.wem	24621996.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetReampTexture_5	
	34872330	aporia_planet_korgKeys_21	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planet_korgKeys_21_358B4EC2.wem	34872330.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planet_korgKeys_21	
	38172782	aporia_planetReampTexture_21	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetReampTexture_21_358B4EC2.wem	38172782.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetReampTexture_21	
	75573790	aporia_planet_korgKeys_16	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planet_korgKeys_16_358B4EC2.wem	75573790.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planet_korgKeys_16	
	85920655	aporia_planetJunoTexture_9	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetJunoTexture_9_358B4EC2.wem	85920655.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetJunoTexture_9	
	109534648	aporia_planetJunoTexture_20	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetJunoTexture_20_358B4EC2.wem	109534648.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetJunoTexture_20	
	110100220	aporia_planetJunoTexture_23	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetJunoTexture_23_358B4EC2.wem	110100220.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetJunoTexture_23	
	153407060	aporia_planetJunoTexture_11	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetJunoTexture_11_358B4EC2.wem	153407060.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetJunoTexture_11	
	205091609	aporia_planetReampTexture_4	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetReampTexture_4_358B4EC2.wem	205091609.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetReampTexture_4	
	205121597	aporia_planetJunoTexture_15	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetJunoTexture_15_358B4EC2.wem	205121597.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetJunoTexture_15	
	231420406	aporia_planetReampTexture_6	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetReampTexture_6_358B4EC2.wem	231420406.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetReampTexture_6	
	247152274	aporia_planetJunoTexture_12	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetJunoTexture_12_358B4EC2.wem	247152274.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetJunoTexture_12	
	248759097	aporia_planetReampTexture_15	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Synth_Index_17\aporia_planetReampTexture_15_358B4EC2.wem	248759097.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Synth_Index_17\aporia_planetReampTexture_22\aporia_planetReampTexture_15	
