Event	ID	Name			Wwise Object Path	Notes
	142809987	Play_PL_Guitar_01_Index_04_Blueprint_bowedGtr_Emin_31			\PulseInstruments\PulseInstrument_PL_Guitar_01_Index_04\Play_PL_Guitar_01_Index_04_Blueprint_bowedGtr_Emin_31	

Game Parameter	ID	Name			Wwise Object Path	Notes
	18151427	Pulse_Event_PanLR			\Default Work Unit\Pulse\Pulse_Event_PanLR	
	1891889666	Pulse_Event_Pitch			\Default Work Unit\Pulse\Pulse_Event_Pitch	
	2954454836	Pulse_Event_SendBus_03			\Default Work Unit\Pulse\Pulse_Event_SendBus_03	
	2954454837	Pulse_Event_SendBus_02			\Default Work Unit\Pulse\Pulse_Event_SendBus_02	
	2954454838	Pulse_Event_SendBus_01			\Default Work Unit\Pulse\Pulse_Event_SendBus_01	
	2954454839	Pulse_Event_SendBus_00			\Default Work Unit\Pulse\Pulse_Event_SendBus_00	
	3465058902	Pulse_Event_Volume			\Default Work Unit\Pulse\Pulse_Event_Volume	
	4145342657	Pulse_Event_PanFR			\Default Work Unit\Pulse\Pulse_Event_PanFR	

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	50866062	Blueprint_bowedGtr_Emin_9	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Guitar_01_Index_04\Blueprint_bowedGtr_Emin_9_358B4EC2.wem	50866062.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Guitar_01_Index_04\Blueprint_bowedGtr_Emin_31\Blueprint_bowedGtr_Emin_9	
	112871608	Blueprint_bowedGtr_Emin_29	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Guitar_01_Index_04\Blueprint_bowedGtr_Emin_29_358B4EC2.wem	112871608.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Guitar_01_Index_04\Blueprint_bowedGtr_Emin_31\Blueprint_bowedGtr_Emin_29	
	135490373	Blueprint_bowedGtr_Emin_15	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\PL_Guitar_01_Index_04\Blueprint_bowedGtr_Emin_15_358B4EC2.wem	135490373.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_PL_Guitar_01_Index_04\Blueprint_bowedGtr_Emin_31\Blueprint_bowedGtr_Emin_15	
