Event	ID	Name			Wwise Object Path	Notes
	969213273	Play_SP_SynthHigh_Index_17_aporia_space_highInterest_3			\PulseInstruments\PulseInstrument_SP_SynthHigh_Index_17\Play_SP_SynthHigh_Index_17_aporia_space_highInterest_3	

Game Parameter	ID	Name			Wwise Object Path	Notes
	18151427	Pulse_Event_PanLR			\Default Work Unit\Pulse\Pulse_Event_PanLR	
	1891889666	Pulse_Event_Pitch			\Default Work Unit\Pulse\Pulse_Event_Pitch	
	2954454836	Pulse_Event_SendBus_03			\Default Work Unit\Pulse\Pulse_Event_SendBus_03	
	2954454837	Pulse_Event_SendBus_02			\Default Work Unit\Pulse\Pulse_Event_SendBus_02	
	2954454838	Pulse_Event_SendBus_01			\Default Work Unit\Pulse\Pulse_Event_SendBus_01	
	2954454839	Pulse_Event_SendBus_00			\Default Work Unit\Pulse\Pulse_Event_SendBus_00	
	3465058902	Pulse_Event_Volume			\Default Work Unit\Pulse\Pulse_Event_Volume	
	4145342657	Pulse_Event_PanFR			\Default Work Unit\Pulse\Pulse_Event_PanFR	

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	13993894	aporia_space_highInterest_2	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_SynthHigh_Index_17\aporia_space_highInterest_2_358B4EC2.wem	13993894.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_SynthHigh_Index_17\aporia_space_highInterest_3\aporia_space_highInterest_2	
	49796643	aporia_space_highInterestDoppler_9	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_SynthHigh_Index_17\aporia_space_highInterestDoppler_9_358B4EC2.wem	49796643.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_SynthHigh_Index_17\aporia_space_highInterest_3\aporia_space_highInterestDoppler_9	
	87968787	aporia_space_highInterest_6	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_SynthHigh_Index_17\aporia_space_highInterest_6_358B4EC2.wem	87968787.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_SynthHigh_Index_17\aporia_space_highInterest_3\aporia_space_highInterest_6	
	90852564	aporia_space_highInterest_1	T:\BUILDAGENT\WORK\9A7A8DD8B2E0B6C8\GAME\ASSETS\EXPORTED\AUDIO\.cache\Windows\SFX\PulseInstruments\SP_SynthHigh_Index_17\aporia_space_highInterest_1_358B4EC2.wem	90852564.wem	\Actor-Mixer Hierarchy\PulseInstruments\PulseActorMixer\PulseInstrument_SP_SynthHigh_Index_17\aporia_space_highInterest_3\aporia_space_highInterest_1	
